SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical
OCc1ccc(c2c1nco2)/C=C/[C@H](c1nonc1)C(=O)O,11/000000003,"InChI=1S/C14H11N3O5/c18-6-9-2-1-8(13-12(9)15-7-21-13)3-4-10(14(19)20)11-5-16-22-17-11/h1-5,7,10,18H,6H2,(H,19,20)/b4-3+/t10-/m1/s1",C14H11N3O5,301,1.1,4.1,6.24,25.0,-190
OC(=O)[C@@H](/C=C/c1ccc(cc1N)I)c1cnoc1,13/000000010,"InChI=1S/C13H11IN2O3/c14-10-3-1-8(12(15)5-10)2-4-11(13(17)18)9-6-16-19-7-9/h1-7,11H,15H2,(H,17,18)/b4-2+/t11-/m0/s1",C13H11N2O3I,370,2.61,4.1,6.97,2.35,-150
NCc1nnc([nH]1)[C@@](c1ccc2c(c1Cl)nco2)(C=C)F,3/000000001,"InChI=1S/C13H11ClFN5O/c1-2-13(15,12-18-9(5-16)19-20-12)7-3-4-8-11(10(7)14)17-6-21-8/h2-4,6H,1,5,16H2,(H,18,19,20)/t13-/m0/s1",C13H11N5OFCl,307,2.88,4.09,4.31,24.0,-197
Oc1noc(c1CC)C/C=C(/CF)\C1=CC[C@H](O1)CO,4/000000042,"InChI=1S/C14H18FNO4/c1-2-11-13(20-16-14(11)18)5-3-9(7-15)12-6-4-10(8-17)19-12/h3,6,10,17H,2,4-5,7-8H2,1H3,(H,16,18)/b9-3-/t10-/m0/s1",C14H18NO4F,283,1.75,4.09,7.58,4.94,-170
C(=C\1/C=Cc2c1ccc(c2)C[NH3+])/C1=NN(C(=O)C1)CCNC,17/000000031,"InChI=1S/C17H20N4O/c1-19-6-7-21-17(22)10-15(20-21)9-14-4-3-13-8-12(11-18)2-5-16(13)14/h2-5,8-9,19H,6-7,10-11,18H2,1H3/p+1/b14-9+",C17H21N4O,297,0.71,4.09,5.25,21.2,-60
OC/C(=C/Cc1onc(c1)O)/C1=CC[C@H](O1)C(=O)CBr,4/000000047,"InChI=1S/C13H14BrNO5/c14-6-10(17)12-4-3-11(19-12)8(7-16)1-2-9-5-13(18)15-20-9/h1,3,5,12,16H,2,4,6-7H2,(H,15,18)/b8-1-/t12-/m0/s1",C13H14NO5Br,344,1.21,4.09,8.39,3.58,-150
OCc1ncc2n(c1)c(nn2)C(=C)CN,29/000000001,"InChI=1S/C9H11N5O/c1-6(2-10)9-13-12-8-3-11-7(5-15)4-14(8)9/h3-4,15H,1-2,5,10H2",C9H11N5O,205,-0.01,4.09,1.36,20.8,-40
OC(=O)C1=C(NC(=O)N[C@H]1CO)C/C=C/c1nnc([nH]1)CC,30/000000008,"InChI=1S/C13H17N5O4/c1-2-9-16-10(18-17-9)5-3-4-7-11(12(20)21)8(6-19)15-13(22)14-7/h3,5,8,19H,2,4,6H2,1H3,(H,20,21)(H2,14,15,22)(H,16,17,18)/b5-3+/t8-/m0/s1",C13H17N5O4,307,0.07,4.09,8.26,5.09,-170
OCc1ncc2n(c1)c(nn2)C(=O)NCBr,29/000000009,"InChI=1S/C8H8BrN5O2/c9-4-11-8(16)7-13-12-6-1-10-5(3-15)2-14(6)7/h1-2,15H,3-4H2,(H,11,16)",C8H8N5O2Br,286,0.58,4.09,0.48,23.1,-60
Oc1noc(c1CCF)C/C=C(\C1=CC[C@H](O1)CO)/C(=O)O,4/000000089,"InChI=1S/C14H16FNO6/c15-6-5-9-12(22-16-13(9)18)4-2-10(14(19)20)11-3-1-8(7-17)21-11/h2-3,8,17H,1,4-7H2,(H,16,18)(H,19,20)/b10-2+/t8-/m0/s1",C14H15NO6F,312,0.8,4.09,9.22,5.21,-150
OC(=O)C1=CCC(=CO1)[C@H](Cc1ccc(cc1F)F)N,28/000000008,"InChI=1S/C14H13F2NO3/c15-10-3-1-8(11(16)6-10)5-12(17)9-2-4-13(14(18)19)20-7-9/h1,3-4,6-7,12H,2,5,17H2,(H,18,19)/t12-/m0/s1",C14H13NO3F2,281,1.85,4.08,4.27,3.85,-150
OCc1nc(oc1c1n[nH]c(=O)cc1)C[NH2+]CBr,15/000000144,"InChI=1S/C10H11BrN4O3/c11-5-12-3-9-13-7(4-16)10(18-9)6-1-2-8(17)15-14-6/h1-2,12,16H,3-5H2,(H,15,17)/p+1",C10H12N4O3Br,316,-0.21,4.08,1.67,23.5,-120
OC(=O)c1c(ncn1CC/C=C/C1CCCC1)C(=O)N,1/000000046,"InChI=1S/C14H19N3O3/c15-13(18)11-12(14(19)20)17(9-16-11)8-4-3-7-10-5-1-2-6-10/h3,7,9-10H,1-2,4-6,8H2,(H2,15,18)(H,19,20)/b7-3+",C14H19N3O3,277,1.11,4.08,1.9,2.35,-150
OC(=O)[C@@H](/C(=C\C)/c1nnco1)Cl,2/000000003,"InChI=1S/C7H7ClN2O3/c1-2-4(5(8)7(11)12)6-10-9-3-13-6/h2-3,5H,1H3,(H,11,12)/b4-2+/t5-/m1/s1",C7H6N2O3Cl,201,0.92,4.08,5.83,2.22,-170
Oc1cccc(c1OC(=O)CN)C(=O)[C@H]1C=C(C=CC1)CO,19/000000004,"InChI=1S/C16H17NO5/c17-8-14(20)22-16-12(5-2-6-13(16)19)15(21)11-4-1-3-10(7-11)9-18/h1-3,5-7,11,18-19H,4,8-9,17H2/t11-/m1/s1",C16H17NO5,303,-0.33,4.08,7.41,5.09,-150
OCc1nc(oc1c1n[nH]c(=O)cc1)C=C,15/000000079,"InChI=1S/C10H9N3O3/c1-2-9-11-7(5-14)10(16-9)6-3-4-8(15)13-12-6/h2-4,14H,1,5H2,(H,13,15)",C10H9N3O3,219,0.05,4.08,1.82,21.4,-120
OCNC/C=C\c1n[nH]nc1C1=CCOC1=O,9/000000003,"InChI=1S/C10H12N4O3/c15-6-11-4-1-2-8-9(13-14-12-8)7-3-5-17-10(7)16/h1-3,11,15H,4-6H2,(H,12,13,14)/b2-1-",C10H12N4O3,236,0.68,4.08,5.32,21.8,-80
c1ccc(c2c1[C@@H](NC2=O)CC#Cc1[nH]ccc1CN)Br,3/000000005,"InChI=1S/C16H14BrN3O/c17-12-4-1-3-11-14(20-16(21)15(11)12)6-2-5-13-10(9-18)7-8-19-13/h1,3-4,7-8,14,19H,6,9,18H2,(H,20,21)/t14-/m0/s1",C16H14N3OBr,344,2.39,4.07,5.57,6.45,-190
c1c(Cl)cc(c(c1)Cl)C#C[C@@H](CCn1nccc1N)N,1/000000043,"InChI=1S/C14H14Cl2N4/c15-11-2-4-13(16)10(9-11)1-3-12(17)6-8-20-14(18)5-7-19-20/h2,4-5,7,9,12H,6,8,17-18H2/t12-/m0/s1",C14H14N4Cl2,308,3.57,4.07,6.45,5.08,-150
OCN[C@@]1(c2cnc[nH]2)C=C(C1)/C=C/c1oncc1,20/000000001,"InChI=1S/C13H14N4O2/c18-9-16-13(12-7-14-8-15-12)5-10(6-13)1-2-11-3-4-17-19-11/h1-5,7-8,16,18H,6,9H2,(H,14,15)/b2-1+/t13-/m0/s1",C13H14N4O2,258,-0.05,4.07,3.43,22.9,-190
OCc1nc(oc1c1n[nH]c(=O)cc1)CC[NH2+]CCC,15/000000258,"InChI=1S/C13H18N4O3/c1-2-6-14-7-5-12-15-10(8-18)13(20-12)9-3-4-11(19)17-16-9/h3-4,14,18H,2,5-8H2,1H3,(H,17,19)/p+1",C13H19N4O3,279,-0.02,4.07,4.46,23.6,-140
Oc1noc(c1CCl)C/C=C(/CF)\C1=CC[C@H](O1)C(=O)CO,4/000000081,"InChI=1S/C14H15ClFNO5/c15-5-9-12(22-17-14(9)20)2-1-8(6-16)11-3-4-13(21-11)10(19)7-18/h1,3,13,18H,2,4-7H2,(H,17,20)/b8-1-/t13-/m0/s1",C14H15NO5FCl,331,1.12,4.07,8.19,3.7,-150
Oc1nc2c([nH]1)c(OCc1cccc3c1cccc3)ccc2,10/000000001,"InChI=1S/C18H14N2O2/c21-18-19-15-9-4-10-16(17(15)20-18)22-11-13-7-3-6-12-5-1-2-8-14(12)13/h1-10H,11H2,(H2,19,20,21)",C18H14N2O2,290,4.29,4.07,5.99,14.7,-125
O[C@@H](c1ncc2n(c1)c(nn2)C(=O)O)F,29/000000003,"InChI=1S/C7H5FN4O3/c8-5(13)3-2-12-4(1-9-3)10-11-6(12)7(14)15/h1-2,5,13H,(H,14,15)/t5-/m0/s1",C7H4N4O3F,211,-0.02,4.07,2.35,23.3,-190
Oc1noc(c1C[NH2+]C)C/C=C\C1=CC[C@H](O1)C(=O)CBr,4/000000044,"InChI=1S/C14H17BrN2O4/c1-16-8-10-12(21-17-14(10)19)4-2-3-9-5-6-13(20-9)11(18)7-15/h2-3,5,13,16H,4,6-8H2,1H3,(H,17,19)/p+1/b3-2-/t13-/m0/s1",C14H18N2O4Br,358,1.53,4.06,7.0,6.45,-170
Oc1nc(cc(c1)I)CCc1cc(c[nH]1)C(=O)N(C)C,4/000000048,"InChI=1S/C14H16IN3O2/c1-18(2)14(20)9-5-11(16-8-9)3-4-12-6-10(15)7-13(19)17-12/h5-8,16H,3-4H2,1-2H3,(H,17,19)",C14H16N3O2I,385,2.44,4.06,4.5,5.09,-80
Oc1ccc(cc1C1=C(C(=O)N(C1)CC)C[NH3+])Br,6/000000005,"InChI=1S/C13H15BrN2O2/c1-2-16-7-11(10(6-15)13(16)18)9-5-8(14)3-4-12(9)17/h3-5,17H,2,6-7,15H2,1H3/p+1",C13H16N2O2Br,312,1.3,4.06,6.69,2.22,-140
Oc1ccc(cc1[C@@H](CO)/C=C/CCCCC)F,13/000000020,"InChI=1S/C15H21FO2/c1-2-3-4-5-6-7-12(11-17)14-10-13(16)8-9-15(14)18/h6-10,12,17-18H,2-5,11H2,1H3/b7-6+/t12-/m1/s1",C15H21O2F,252,3.16,4.06,1.92,3.72,-170
Oc1cnc(c(c1)C(=O)OCc1ncccc1C(=O)O)Cl,16/000000010,"InChI=1S/C13H9ClN2O5/c14-11-9(4-7(17)5-16-11)13(20)21-6-10-8(12(18)19)2-1-3-15-10/h1-5,17H,6H2,(H,18,19)",C13H9N2O5Cl,308,1.17,4.06,6.05,2.35,0
Oc1ccc(cc1[C@H](/C=C/CC[NH3+])c1ncoc1)F,13/000000003,"InChI=1S/C14H15FN2O2/c15-10-4-5-14(18)12(7-10)11(3-1-2-6-16)13-8-19-9-17-13/h1,3-5,7-9,11,18H,2,6,16H2/p+1/b3-1+/t11-/m0/s1",C14H16N2O2F,263,1.63,4.06,4.24,19.1,-150
Oc1cccc(c1CCCC[NH3+])C(=O)[C@H]1C=C(C=CC1)CO,19/000000005,"InChI=1S/C18H23NO3/c19-10-2-1-7-15-16(8-4-9-17(15)21)18(22)14-6-3-5-13(11-14)12-20/h3-5,8-9,11,14,20-21H,1-2,6-7,10,12,19H2/p+1/t14-/m1/s1",C18H24NO3,302,0.99,4.05,4.75,3.72,-150
C=CCCC(=O)c1ncc(cn1)[C@@H](c1occc1C(=O)O)Br,12/000000165,"InChI=1S/C15H13BrN2O4/c1-2-3-4-11(19)14-17-7-9(8-18-14)12(16)13-10(15(20)21)5-6-22-13/h2,5-8,12H,1,3-4H2,(H,20,21)/t12-/m0/s1",C15H12N2O4Br,364,0.34,4.05,6.51,22.1,-150
OCc1nc(oc1c1n[nH]c(=O)cc1)CCCl,15/000000127,"InChI=1S/C10H10ClN3O3/c11-4-3-9-12-7(5-15)10(17-9)6-1-2-8(16)14-13-6/h1-2,15H,3-5H2,(H,14,16)",C10H10N3O3Cl,255,0.35,4.05,1.7,22.1,-120
OCc1ccc(cc1I)CC(=O)N[C@H](CCO)C,10/000000016,"InChI=1S/C13H18INO3/c1-9(4-5-16)15-13(18)7-10-2-3-11(8-17)12(14)6-10/h2-3,6,9,16-17H,4-5,7-8H2,1H3,(H,15,18)/t9-/m0/s1",C13H18NO3I,363,1.61,4.05,8.49,3.58,-170
c1c(OCCCC2=CCC=C(N2)C(=O)N)cc(cc1Cl)Cl,10/000000006,"InChI=1S/C15H16Cl2N2O2/c16-10-7-11(17)9-13(8-10)21-6-2-4-12-3-1-5-14(19-12)15(18)20/h3,5,7-9,19H,1-2,4,6H2,(H2,18,20)",C15H16N2O2Cl2,326,3.59,4.05,2.29,2.35,-82
OCc1nc(oc1c1n[nH]c(=O)cc1)CCC,15/000000077,"InChI=1S/C11H13N3O3/c1-2-3-10-12-8(6-15)11(17-10)7-4-5-9(16)14-13-7/h4-5,15H,2-3,6H2,1H3,(H,14,16)",C11H13N3O3,235,0.37,4.05,2.27,21.0,-140
OCc1nc(oc1c1n[nH]c(=O)cc1)COCCF,15/000000064,"InChI=1S/C11H12FN3O4/c12-3-4-18-6-10-13-8(5-16)11(19-10)7-1-2-9(17)15-14-7/h1-2,16H,3-6H2,(H,15,17)",C11H12N3O4F,269,-0.14,4.05,4.74,24.9,-120
Oc1cc(ccc1C/C=C(/C[NH3+])\C1=CC[C@H](O1)CO)CC,4/000000090,"InChI=1S/C17H23NO3/c1-2-12-3-4-13(16(20)9-12)5-6-14(10-18)17-8-7-15(11-19)21-17/h3-4,6,8-9,15,19-20H,2,5,7,10-11,18H2,1H3/p+1/b14-6-/t15-/m0/s1",C17H24NO3,290,1.57,4.05,9.38,4.94,-170
OC(=O)[C@@H](CCc1ncoc1)/C=C/c1ccc(cc1N)I,13/000000033,"InChI=1S/C15H15IN2O3/c16-12-5-3-10(14(17)7-12)1-2-11(15(19)20)4-6-13-8-21-9-18-13/h1-3,5,7-9,11H,4,6,17H2,(H,19,20)/b2-1+/t11-/m1/s1",C15H15N2O3I,398,2.47,4.05,3.01,3.58,-190
OC/C(=C/C)/CC(=O)Nc1cccc2c1NN(C2)CCl,12/000000019,"InChI=1S/C14H18ClN3O2/c1-2-10(8-19)6-13(20)16-12-5-3-4-11-7-18(9-15)17-14(11)12/h2-5,17,19H,6-9H2,1H3,(H,16,20)/b10-2+",C14H18N3O2Cl,295,0.47,4.04,5.65,17.9,-60
c1c(I)c(I)cc(c1)C/C=C\[C@H](CN)N,10/000000018,"InChI=1S/C11H14I2N2/c12-10-5-4-8(6-11(10)13)2-1-3-9(15)7-14/h1,3-6,9H,2,7,14-15H2/b3-1-/t9-/m1/s1",C11H14N2I2,428,3.35,4.04,4.59,2.22,-150
OCC(=C)c1cc(O)c2c(c1)oc(=O)cc2,6/000000003,"InChI=1S/C12H10O4/c1-7(6-13)8-4-10(14)9-2-3-12(15)16-11(9)5-8/h2-5,13-14H,1,6H2",C12H10O4,218,0.99,4.04,1.32,3.58,-80
C#CCc1cc(n[nH]c1=O)c1oc(nc1CO)CC,15/000000139,"InChI=1S/C13H13N3O3/c1-3-5-8-6-9(15-16-13(8)18)12-10(7-17)14-11(4-2)19-12/h1,6,17H,4-5,7H2,2H3,(H,16,18)",C13H13N3O3,259,0.24,4.04,2.81,25.0,-180
OC[C@@H](/[NH]=c\1/[nH]nc[nH]1)/C=C/c1ccc(cc1N)I,13/000000025,"InChI=1S/C12H15IN5O/c13-9-3-1-8(11(14)5-9)2-4-10(6-19)17-12-15-7-16-18-12/h1-5,7,10,17-19H,6,14H2,(H,15,16)/b4-2+,17-12+/t10-/m0/s1",C12H14N5OI,371,2.3,4.04,2.23,3.58,-150
Oc1ccc2c(c1Cc1cc(Cl)cc(c1)Cl)C(=O)NC2,3/000000002,"InChI=1S/C15H11Cl2NO2/c16-10-3-8(4-11(17)6-10)5-12-13(19)2-1-9-7-18-15(20)14(9)12/h1-4,6,19H,5,7H2,(H,18,20)",C15H11NO2Cl2,307,3.71,4.04,2.56,2.22,-80
OCc1nc(oc1c1n[nH]c(=O)cc1)CC[NH2+]CCCl,15/000000267,"InChI=1S/C12H15ClN4O3/c13-4-6-14-5-3-11-15-9(7-18)12(20-11)8-1-2-10(19)17-16-8/h1-2,14,18H,3-7H2,(H,17,19)/p+1",C12H16N4O3Cl,299,-0.04,4.03,4.27,24.7,-120
OC[C@@H](NCCC#Cc1[nH]ncc1Br)N,11/000000006,"InChI=1S/C9H13BrN4O/c10-7-5-13-14-8(7)3-1-2-4-12-9(11)6-15/h5,9,12,15H,2,4,6,11H2,(H,13,14)/t9-/m1/s1",C9H13N4OBr,273,0.54,4.03,5.59,2.22,-150
O[C@@H](CC)c1ncn(n1)C(=O)NCBr,30/000000005,"InChI=1S/C7H11BrN4O2/c1-2-5(13)6-10-4-12(11-6)7(14)9-3-8/h4-5,13H,2-3H2,1H3,(H,9,14)/t5-/m0/s1",C7H11N4O2Br,263,0.28,4.03,4.33,2.22,-170
OC/C(=C/c1nnn[nH]1)/c1nnc(o1)CCC[C@H](C)N,29/000000013,"InChI=1S/C11H17N7O2/c1-7(12)3-2-4-10-15-16-11(20-10)8(6-19)5-9-13-17-18-14-9/h5,7,19H,2-4,6,12H2,1H3,(H,13,14,17,18)/b8-5-/t7-/m0/s1",C11H17N7O2,279,-0.06,4.03,4.64,6.77,-170
NC(=O)[C@H](/C=C/Cc1ccc(c(c1)Cl)Cl)N,10/000000025,"InChI=1S/C11H12Cl2N2O/c12-8-5-4-7(6-9(8)13)2-1-3-10(14)11(15)16/h1,3-6,10H,2,14H2,(H2,15,16)/b3-1+/t10-/m0/s1",C11H12N2OCl2,258,1.65,4.03,5.98,2.22,-150
OCc1nc(oc1c1n[nH]c(=O)cc1)CCF,15/000000190,"InChI=1S/C10H10FN3O3/c11-4-3-9-12-7(5-15)10(17-9)6-1-2-8(16)14-13-6/h1-2,15H,3-5H2,(H,14,16)",C10H10N3O3F,239,0.21,4.03,2.29,23.1,-120
O=C(N1C(=C[C@@H](C1)C(=O)O)CCF)NCCC,2/000000001,"InChI=1S/C11H17FN2O3/c1-2-5-13-11(17)14-7-8(10(15)16)6-9(14)3-4-12/h6,8H,2-5,7H2,1H3,(H,13,17)(H,15,16)/t8-/m0/s1",C11H16N2O3F,243,0.11,4.03,3.12,3.58,-190
Oc1[nH]nc(c1)[C@@]1(C=C(C1)/C=C/c1cocc1)NCO,20/000000003,"InChI=1S/C14H15N3O3/c18-9-15-14(12-5-13(19)17-16-12)6-11(7-14)2-1-10-3-4-20-8-10/h1-6,8,15,18H,7,9H2,(H2,16,17,19)/b2-1+/t14-/m0/s1",C14H15N3O3,273,0.65,4.03,2.51,23.6,-190
Oc1cccc2c1[nH]/c(=[NH]\C(=O)C)/[nH]2,5/000000009,"InChI=1S/C9H10N3O2/c1-5(13)10-9-11-6-3-2-4-7(14)8(6)12-9/h2-4,10-12,14H,1H3/b10-9-",C9H9N3O2,191,0.62,4.03,0.44,12.9,-60
OC(=O)CCC[C@@H](N)C#Cc1cc(Cl)ccc1Cl,1/000000044,"InChI=1S/C13H13Cl2NO2/c14-10-5-7-12(15)9(8-10)4-6-11(16)2-1-3-13(17)18/h5,7-8,11H,1-3,16H2,(H,17,18)/t11-/m1/s1",C13H13NO2Cl2,285,3.41,4.02,7.56,17.6,-150
Oc1nc(cc(c1)C=C)CCc1cc(c[nH]1)C(=O)N(CC)C,4/000000108,"InChI=1S/C17H21N3O2/c1-4-12-8-15(19-16(21)9-12)7-6-14-10-13(11-18-14)17(22)20(3)5-2/h4,8-11,18H,1,5-7H2,2-3H3,(H,19,21)",C17H21N3O2,299,2.32,4.02,5.36,7.99,-80
Oc1cc(ccc1C/C=C\C1=CC[C@H](O1)CO)CC[NH3+],4/000000102,"InChI=1S/C16H21NO3/c17-9-8-12-4-5-13(16(19)10-12)2-1-3-14-6-7-15(11-18)20-14/h1,3-6,10,15,18-19H,2,7-9,11,17H2/p+1/b3-1-/t15-/m0/s1",C16H22NO3,276,1.33,4.02,8.18,3.58,-150
OCc1ncoc1c1n[nH]c(=O)c(c1)CCl,15/000000152,"InChI=1S/C9H8ClN3O3/c10-2-5-1-6(12-13-9(5)15)8-7(3-14)11-4-16-8/h1,4,14H,2-3H2,(H,13,15)",C9H8N3O3Cl,241,-0.1,4.02,2.53,21.5,-140
OCc1ccc(cc1Cl)/C=C/c1cnc(nc1)C(=O)CN,12/000000148,"InChI=1S/C15H14ClN3O2/c16-13-5-10(3-4-12(13)9-20)1-2-11-7-18-15(19-8-11)14(21)6-17/h1-5,7-8,20H,6,9,17H2/b2-1+",C15H14N3O2Cl,303,0.58,4.02,3.88,4.94,0
OCc1ccc(c2c1nco2)/C=C/[C@H](c1ncoc1)C(=O)O,11/000000005,"InChI=1S/C15H12N2O5/c18-5-10-2-1-9(14-13(10)17-8-22-14)3-4-11(15(19)20)12-6-21-7-16-12/h1-4,6-8,11,18H,5H2,(H,19,20)/b4-3+/t11-/m1/s1",C15H12N2O5,300,0.25,4.02,6.04,23.6,-190
O[C@@](CCc1cnc(cc1)N)(c1nnco1)N,25/000000005,"InChI=1S/C10H13N5O2/c11-8-2-1-7(5-13-8)3-4-10(12,16)9-15-14-6-17-9/h1-2,5-6,16H,3-4,12H2,(H2,11,13)/t10-/m0/s1",C10H13N5O2,235,0.17,4.02,2.55,2.22,-190
O=C(NCC)c1oc(cc1C[C@@H](CNC1=NCCCO1)I)Br,6/000000022,"InChI=1S/C14H19BrIN3O3/c1-2-17-13(20)12-9(7-11(15)22-12)6-10(16)8-19-14-18-4-3-5-21-14/h7,10H,2-6,8H2,1H3,(H,17,20)(H,18,19)/t10-/m0/s1",C14H19N3O3BrI,484,2.8,4.01,5.34,5.24,-170
[nH]1nnc(n1)[C@@H](NC(=O)C)/C=C/c1ccc(cc1N)I,13/000000009,"InChI=1S/C12H13IN6O/c1-7(20)15-11(12-16-18-19-17-12)5-3-8-2-4-9(13)6-10(8)14/h2-6,11H,14H2,1H3,(H,15,20)(H,16,17,18,19)/b5-3+/t11-/m0/s1",C12H13N6OI,384,2.3,4.01,5.15,3.58,-181
N[C@@H](N[C@H](C1=CCC=C(O1)C(=C)C1=CC(=O)C1=O)Br)N,14/000000001,"InChI=1S/C13H14BrN3O3/c1-6(7-5-8(18)11(7)19)9-3-2-4-10(20-9)12(14)17-13(15)16/h3-5,12-13,17H,1-2,15-16H2/t12-/m1/s1",C13H12N3O3Br,338,0.67,4.01,7.23,24.4,-150
O[C@H](c1ccc(cc1)Nc1cccc(c1)CCl)C#CCCN,13/000000014,"InChI=1S/C18H19ClN2O/c19-13-14-4-3-5-17(12-14)21-16-9-7-15(8-10-16)18(22)6-1-2-11-20/h3-5,7-10,12,18,21-22H,2,11,13,20H2/t18-/m0/s1",C18H19N2OCl,314,2.46,4.01,4.29,17.3,-190
OCc1nc(oc1c1n[nH]c(=O)cc1)CCOCCC,15/000000031,"InChI=1S/C13H17N3O4/c1-2-6-19-7-5-12-14-10(8-17)13(20-12)9-3-4-11(18)16-15-9/h3-4,17H,2,5-8H2,1H3,(H,16,18)",C13H17N3O4,279,0.18,4.01,1.99,23.4,-140
OCc1cc(/C=C/c2ncc[nH]2)cc2c1ccc(=O)o2,6/000000001,"InChI=1S/C15H12N2O3/c18-9-11-7-10(1-3-14-16-5-6-17-14)8-13-12(11)2-4-15(19)20-13/h1-8,18H,9H2,(H,16,17)/b3-1+",C15H12N2O3,268,1.13,4.0,3.72,3.58,-80
OCc1oc(cc1c1n[nH]c(=O)c(c1)CBr)CC(=O)O,15/000000085,"InChI=1S/C12H11BrN2O5/c13-4-6-1-9(14-15-12(6)19)8-2-7(3-11(17)18)20-10(8)5-16/h1-2,16H,3-5H2,(H,15,19)(H,17,18)",C12H11N2O5Br,343,0.12,4.0,1.33,24.7,-140
OCCc1c(n[nH]c1C/C=C/C)c1c(oc(c1)Br)C(=O)N,6/000000019,"InChI=1S/C14H16BrN3O3/c1-2-3-4-10-8(5-6-19)12(18-17-10)9-7-11(15)21-13(9)14(16)20/h2-3,7,19H,4-6H2,1H3,(H2,16,20)(H,17,18)/b3-2+",C14H16N3O3Br,354,1.21,4.0,6.98,24.9,-100
OC(=O)C[C@H]1C(=NC(=CC1)CO)CBr,2/000000002,"InChI=1S/C9H12BrNO3/c10-4-8-6(3-9(13)14)1-2-7(5-12)11-8/h2,6,12H,1,3-5H2,(H,13,14)/t6-/m0/s1",C9H12NO3Br,262,-0.32,4.0,6.58,2.35,-150
OCc1oc(cc1/C=C/C(=O)O)C1=CCC(=CC1=O)CC,8/000000001,"InChI=1S/C16H16O5/c1-2-10-3-5-12(13(18)7-10)14-8-11(4-6-16(19)20)15(9-17)21-14/h4-8,17H,2-3,9H2,1H3,(H,19,20)/b6-4+",C16H16O5,288,0.3,4.0,4.19,23.0,-140
