SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary
OCc1cc(c2nc[nH]c2)c(c(c1)F)ON,27/000000176,"InChI=1S/C10H10FN3O2/c11-8-2-6(4-15)1-7(10(8)16-12)9-3-13-5-14-9/h1-3,5,15H,4,12H2,(H,13,14)",C10H10N3O2F,223,0.11,4.64,3.33,16.2,-120,3.2833484753483324,1
OC(=O)Cc1nc(c[nH]1)c1c(ON)c(F)cc(c1)CCNCC,27/000000333,"InChI=1S/C15H19FN4O3/c1-2-18-4-3-9-5-10(15(23-17)11(16)6-9)12-8-19-13(20-12)7-14(21)22/h5-6,8,18H,2-4,7,17H2,1H3,(H,19,20)(H,21,22)",C15H19N4O3F,322,0.45,4.63,3.19,3.58,-140,3.2076503498969107,1
NOc1c(F)cc(cc1c1nc([nH]c1)CNC(=O)C)CC(=O)C=C,27/000000370,"InChI=1S/C16H17FN4O3/c1-3-11(23)4-10-5-12(16(24-18)13(17)6-10)14-7-20-15(21-14)8-19-9(2)22/h3,5-7H,1,4,8,18H2,2H3,(H,19,22)(H,20,21)",C16H17N4O3F,332,0.27,4.63,2.06,3.58,-200,3.4003335032907165,1
Oc1cc(F)c(c(c1)c1nc([nH]c1)CC#CC)ON,27/000000202,"InChI=1S/C13H12FN3O2/c1-2-3-4-12-16-7-11(17-12)9-5-8(18)6-10(14)13(9)19-15/h5-7,18H,4,15H2,1H3,(H,16,17)",C13H12N3O2F,261,1.23,4.63,1.95,20.8,-160,3.737097129301005,1
C1=C(C#Cc2ccc(c(c2)C/C=C/C)N)[C@@H](COC1=O)C(=O)O,11/000000006,"InChI=1S/C18H17NO4/c1-2-3-4-14-9-12(6-8-16(14)19)5-7-13-10-17(20)23-11-15(13)18(21)22/h2-3,6,8-10,15H,4,11,19H2,1H3,(H,21,22)/b3-2+/t15-/m1/s1",C18H16NO4,310,1.57,4.62,1.81,23.0,-170,3.8473430842778082,1
Sc1ccc(c2c1ncn2CC(F)F)ON,22/000000056,"InChI=1S/C9H9F2N3OS/c10-7(11)3-14-4-13-8-6(16)2-1-5(15-12)9(8)14/h1-2,4,7,16H,3,12H2",C9H9N3OSF2,245,1.31,4.62,2.25,18.6,-190,3.4084802935301504,1
C1=C(C#Cc2ccc(c(c2)Br)N)[C@@H](COC1=O)C(=O)O,11/000000003,"InChI=1S/C14H10BrNO4/c15-11-5-8(2-4-12(11)16)1-3-9-6-13(17)20-7-10(9)14(18)19/h2,4-6,10H,7,16H2,(H,18,19)/t10-/m1/s1",C14H9NO4Br,335,1.4,4.62,2.75,21.3,-150,3.6466046005765307,1
NOc1c(cc(cc1F)CC(=O)C=C)c1nc[nH]c1,27/000000165,"InChI=1S/C13H12FN3O2/c1-2-9(18)3-8-4-10(12-6-16-7-17-12)13(19-15)11(14)5-8/h2,4-7H,1,3,15H2,(H,16,17)",C13H12N3O2F,261,0.87,4.62,3.25,3.58,-120,3.4367139652951995,1
N(C/C=C/c1c(ON)c(F)cc(c1)c1cc(F)ccc1N)C,27/000000393,"InChI=1S/C16H17F2N3O/c1-21-6-2-3-10-7-11(8-14(18)16(10)22-20)13-9-12(17)4-5-15(13)19/h2-5,7-9,21H,6,19-20H2,1H3/b3-2+",C16H17N3OF2,305,2.12,4.61,3.08,19.4,-180,2.9115627014490517,1
NOc1c(F)cc(cc1c1nc([nH]c1)C=S)COC(=O)C,27/000000284,"InChI=1S/C13H12FN3O3S/c1-7(18)19-5-8-2-9(13(20-15)10(14)3-8)11-4-16-12(6-21)17-11/h2-4,6H,5,15H2,1H3,(H,16,17)",C13H12N3O3SF,309,0.81,4.61,2.94,3.72,-160,3.5152605965594903,1
OC(=O)COC[C@@H](/C=C\C=C\c1ccc(c(c1)Br)F)O,24/000000010,"InChI=1S/C14H14BrFO4/c15-12-7-10(5-6-13(12)16)3-1-2-4-11(17)8-20-9-14(18)19/h1-7,11,17H,8-9H2,(H,18,19)/b3-1+,4-2-/t11-/m1/s1",C14H14O4FBr,345,2.34,4.6,9.66,3.58,-150,3.145341104073035,1
Oc1nc2c([nH]1)cc(cc2)COc1ccc(cc1)N(=O)=O,29/000000010,"InChI=1S/C14H11N3O4/c18-14-15-12-6-1-9(7-13(12)16-14)8-21-11-4-2-10(3-5-11)17(19)20/h1-7H,8H2,(H2,15,16,18)",C14H11N3O4,285,2.92,4.59,3.5,2.35,-40,2.248400543509092,1
Oc1ccc(c(c1n1cnn(c1=O)CC(=O)OC)Br)NC(=O)N,12/000000031,"InChI=1S/C12H12BrN5O5/c1-23-8(20)4-18-12(22)17(5-15-18)10-7(19)3-2-6(9(10)13)16-11(14)21/h2-3,5,19H,4H2,1H3,(H3,14,16,21)",C12H12N5O5Br,386,-0.09,4.58,2.66,24.8,-160,2.940402552130161,1
NOc1c(cccc1F)c1nc([nH]c1)C(=C)C=C,27/000000055,"InChI=1S/C13H12FN3O/c1-3-8(2)13-16-7-11(17-13)9-5-4-6-10(14)12(9)18-15/h3-7H,1-2,15H2,(H,16,17)",C13H12N3OF,245,1.88,4.56,2.76,2.22,-120,3.5704671182996073,1
SCCCCc1cc(c(c(c1)F)ON)/C=C/c1nn[nH]n1,27/000000406,"InChI=1S/C13H16FN5OS/c14-11-8-9(3-1-2-6-21)7-10(13(11)20-15)4-5-12-16-18-19-17-12/h4-5,7-8,21H,1-3,6,15H2,(H,16,17,18,19)/b5-4+",C13H16N5OSF,309,2.82,4.56,2.75,3.58,0,3.301269005047553,1
OCc1nc(c[nH]1)c1c(ON)c(F)cc(c1)CC,27/000000478,"InChI=1S/C12H14FN3O2/c1-2-7-3-8(12(18-14)9(13)4-7)10-5-15-11(6-17)16-10/h3-5,17H,2,6,14H2,1H3,(H,15,16)",C12H14N3O2F,251,0.6,4.56,2.0,3.58,-140,3.326586502914992,1
OCc1occ(n1)c1c(F)c(Cl)ccc1CO,9/000000041,"InChI=1S/C11H9ClFNO3/c12-7-2-1-6(3-15)10(11(7)13)8-5-17-9(4-16)14-8/h1-2,5,15-16H,3-4H2",C11H9NO3FCl,257,1.29,4.55,2.3,2.35,-140,2.9144040613822924,1
OC(=O)n1cnc(c1)c1cc(OCC=C)cc(c1ON)F,27/000000437,"InChI=1S/C13H12FN3O4/c1-2-3-20-8-4-9(12(21-15)10(14)5-8)11-6-17(7-16-11)13(18)19/h2,4-7H,1,3,15H2,(H,18,19)",C13H12N3O4F,293,0.67,4.55,2.43,22.4,-120,3.1438494559759356,1
NNC(=O)c1nc(c([nH]1)C#CC)N(=O)=O,21/000000006,"InChI=1S/C7H7N5O3/c1-2-3-4-6(12(14)15)10-5(9-4)7(13)11-8/h8H2,1H3,(H,9,10)(H,11,13)",C7H7N5O3,209,-0.34,4.54,0.06,22.6,-20,3.687860041880839,1
Oc1c(N=O)cc2c(c1C#CCN)c(=O)ocn2,28/000000008,"InChI=1S/C11H7N3O4/c12-3-1-2-6-9-7(13-5-18-11(9)16)4-8(14-17)10(6)15/h4-5,15H,3,12H2",C11H7N3O4,245,0.14,4.54,3.8,21.8,-80,3.6739172721457614,1
OC(=O)[C@H](CC=C)c1ccc(c(c1)O)I,22/000000008,"InChI=1S/C11H11IO3/c1-2-3-8(11(14)15)7-4-5-9(12)10(13)6-7/h2,4-6,8,13H,1,3H2,(H,14,15)/t8-/m1/s1",C11H11O3I,318,2.68,4.54,1.94,3.33,-150,3.1631461897232747,1
OCC1=CCc2c1ccc(c2O)CC(=O)CN1[C@@H](N)NCC1,8/000000001,"InChI=1S/C16H21N3O3/c17-16-18-5-6-19(16)8-12(21)7-10-1-3-13-11(9-20)2-4-14(13)15(10)22/h1-3,16,18,20,22H,4-9,17H2",C16H19N3O3,301,0.52,4.54,4.78,19.7,-40,3.9349936737636835,1
C#CCc1c(nc([nH]1)CC(=O)O)c1cccc(c1ON)F,27/000000351,"InChI=1S/C14H12FN3O3/c1-2-4-10-13(18-11(17-10)7-12(19)20)8-5-3-6-9(15)14(8)21-16/h1,3,5-6H,4,7,16H2,(H,17,18)(H,19,20)",C14H12N3O3F,289,0.68,4.53,5.1,3.85,-120,3.2381369891324336,1
Sc1c(N)cc(cc1COc1nc(Cl)ccc1NC(=O)N)Br,16/000000008,"InChI=1S/C13H12BrClN4O2S/c14-7-3-6(11(22)8(16)4-7)5-21-12-9(18-13(17)20)1-2-10(15)19-12/h1-4,22H,5,16H2,(H3,17,18,20)",C13H12N4O2SClBr,403,2.57,4.53,7.96,3.7,0,2.932767972571373,1
OCc1cc(c2nc([nH]c2)C=C)c(c(c1)F)ON,27/000000374,"InChI=1S/C12H12FN3O2/c1-2-11-15-5-10(16-11)8-3-7(6-17)4-9(13)12(8)18-14/h2-5,17H,1,6,14H2,(H,15,16)",C12H12N3O2F,249,0.64,4.53,1.84,19.3,-120,3.533780349068838,1
OC/C(=C\c1nc(S)[nH]c(=O)c1[C@H](C)F)/c1ccccc1,20/000000001,"InChI=1S/C15H15FN2O2S/c1-9(16)13-12(17-15(21)18-14(13)20)7-11(8-19)10-5-3-2-4-6-10/h2-7,9,19H,8H2,1H3,(H2,17,18,20,21)/b11-7+/t9-/m0/s1",C15H15N2O2SF,306,1.6,4.52,7.06,22.3,-170,3.7654734818024567,1
Oc1cnc(c(c1S)/C=C/c1nnc([nH]1)COCCO)I,30/000000111,"InChI=1S/C12H13IN4O3S/c13-12-7(11(21)8(19)5-14-12)1-2-9-15-10(17-16-9)6-20-4-3-18/h1-2,5,18-19H,3-4,6H2,(H,14,21)(H,15,16,17)/b2-1+",C12H13N4O3SI,420,2.16,4.51,6.09,22.9,0,3.873802420953682,1
OC(=O)Cc1nc(c[nH]1)c1cccc(c1ON)F,27/000000169,"InChI=1S/C11H10FN3O3/c12-7-3-1-2-6(11(7)18-13)8-5-14-9(15-8)4-10(16)17/h1-3,5H,4,13H2,(H,14,15)(H,16,17)",C11H10N3O3F,251,0.36,4.51,2.1,2.22,-180,3.123078502914991,1
OC(=O)[C@@H](c1ccc(c(c1)O)I)OC(=O)C=C,22/000000021,"InChI=1S/C11H9IO5/c1-2-9(14)17-10(11(15)16)6-3-4-7(12)8(13)5-6/h2-5,10,13H,1H2,(H,15,16)/t10-/m1/s1",C11H9O5I,348,2.15,4.5,1.46,3.58,-150,3.177455806606069,1
NOc1c(F)cc(cc1c1nc[nH]c1)Br,27/000000459,"InChI=1S/C9H7BrFN3O/c10-5-1-6(8-3-13-4-14-8)9(15-12)7(11)2-5/h1-4H,12H2,(H,13,14)",C9H7N3OFBr,272,1.72,4.5,2.46,2.35,-120,3.3222144374852354,1
Oc1cc(F)c(c(c1)c1nc([nH]c1)CC=C)ON,27/000000190,"InChI=1S/C12H12FN3O2/c1-2-3-11-15-6-10(16-11)8-4-7(17)5-9(13)12(8)18-14/h2,4-6,17H,1,3,14H2,(H,15,16)",C12H12N3O2F,249,1.19,4.5,2.08,18.4,-140,3.55461604137653,1
Oc1ccc(c(c1c1snnc1)Br)NC(=O)N,12/000000006,"InChI=1S/C9H7BrN4O2S/c10-8-4(13-9(11)16)1-2-5(15)7(8)6-3-12-14-17-6/h1-3,15H,(H3,11,13,16)",C9H7N4O2SBr,315,1.78,4.49,0.65,3.58,-140,3.0456214099911296,1
OC(=O)C[C@H](/C=C/CN)c1nnc2n1cccc2,6/000000005,"InChI=1S/C12H14N4O2/c13-6-3-4-9(8-11(17)18)12-15-14-10-5-1-2-7-16(10)12/h1-5,7,9H,6,8,13H2,(H,17,18)/b4-3+/t9-/m0/s1",C12H14N4O2,246,0.98,4.48,3.48,21.9,-190,3.431536596458784,1
Sc1c(c(I)ncc1CO)/C=C/c1nnc([nH]1)CCC,30/000000161,"InChI=1S/C13H15IN4OS/c1-2-3-10-16-11(18-17-10)5-4-9-12(20)8(7-19)6-15-13(9)14/h4-6,19H,2-3,7H2,1H3,(H,15,20)(H,16,17,18)/b5-4+",C13H15N4OSI,402,3.59,4.48,7.92,21.1,-20,3.7865784327540757,1
NOc1c(cccc1F)c1nc([nH]c1)CCCSC,27/000000016,"InChI=1S/C13H16FN3OS/c1-19-7-3-6-12-16-8-11(17-12)9-4-2-5-10(14)13(9)18-15/h2,4-5,8H,3,6-7,15H2,1H3,(H,16,17)",C13H16N3OSF,281,2.38,4.48,-0.41,2.22,-200,3.217838687114261,1
Oc1c(cc(cc1F)F)/C=C/[C@@H](CO)SCSC,1/000000112,"InChI=1S/C12H14F2O2S2/c1-17-7-18-10(6-15)3-2-8-4-9(13)5-11(14)12(8)16/h2-5,10,15-16H,6-7H2,1H3/b3-2+/t10-/m0/s1",C12H14O2S2F2,292,3.05,4.48,2.35,2.22,-170,3.9523263462048366,1
OC(=O)Cc1ccc(c2c1[nH]cn2)S,22/000000054,"InChI=1S/C9H8N2O2S/c12-7(13)3-5-1-2-6(14)9-8(5)10-4-11-9/h1-2,4,14H,3H2,(H,10,11)(H,12,13)",C9H8N2O2S,208,1.12,4.46,3.09,3.46,-40,3.0110699348045635,1
OCc1nc(c([nH]1)C)c1cccc(c1ON)F,27/000000349,"InChI=1S/C11H12FN3O2/c1-6-10(15-9(5-16)14-6)7-3-2-4-8(12)11(7)17-13/h2-4,16H,5,13H2,1H3,(H,14,15)",C11H12N3O2F,237,0.36,4.45,3.55,2.22,-140,2.889607662036955,1
NCc1ccc(c(c1Cl)F)c1nc(n[nH]1)N(=O)=O,9/000000016,"InChI=1S/C9H7ClFN5O2/c10-6-4(3-12)1-2-5(7(6)11)8-13-9(15-14-8)16(17)18/h1-2H,3,12H2,(H,13,14,15)",C9H7N5O2FCl,271,2.17,4.45,3.75,21.2,-140,3.083794703856908,1
OC(=O)[C@H](CCCl)c1ccc(c(c1)O)I,22/000000005,"InChI=1S/C10H10ClIO3/c11-4-3-7(10(14)15)6-1-2-8(12)9(13)5-6/h1-2,5,7,13H,3-4H2,(H,14,15)/t7-/m1/s1",C10H10O3ClI,340,3.03,4.45,2.28,3.33,-150,3.1591031128001976,1
NOc1c(F)cc(cc1c1nc[nH]c1)OCC#CC,27/000000185,"InChI=1S/C13H12FN3O2/c1-2-3-4-18-9-5-10(12-7-16-8-17-12)13(19-15)11(14)6-9/h5-8H,4,15H2,1H3,(H,16,17)",C13H12N3O2F,261,1.49,4.44,3.06,20.8,-140,3.4552053537809275,1
OCc1nsnc1c1c(Br)c(NC(=O)N)ccc1O,12/000000035,"InChI=1S/C10H9BrN4O3S/c11-8-4(13-10(12)18)1-2-6(17)7(8)9-5(3-16)14-19-15-9/h1-2,16-17H,3H2,(H3,12,13,18)",C10H9N4O3SBr,345,0.27,4.44,2.73,22.8,-140,3.145980304471264,1
NOc1c(F)cc(cc1c1nc[nH]c1)CCCCNC,27/000000454,"InChI=1S/C14H19FN4O/c1-17-5-3-2-4-10-6-11(13-8-18-9-19-13)14(20-16)12(15)7-10/h6-9,17H,2-5,16H2,1H3,(H,18,19)",C14H19N4OF,278,1.31,4.44,4.34,3.58,-140,3.1367813824359727,1
O[C@@H](COCCN)/C=C\C=C\c1ccc(c(c1)Br)F,24/000000011,"InChI=1S/C14H17BrFNO2/c15-13-9-11(5-6-14(13)16)3-1-2-4-12(18)10-19-8-7-17/h1-6,9,12,18H,7-8,10,17H2/b3-1+,4-2-/t12-/m1/s1",C14H17NO2FBr,330,2.18,4.44,9.42,3.58,-150,3.209819648696416,1
NOc1c(F)cc(cc1C(=C)COCNC)CC=C,27/000000027,"InChI=1S/C14H19FN2O2/c1-4-5-11-6-12(10(2)8-18-9-17-3)14(19-16)13(15)7-11/h4,6-7,17H,1-2,5,8-9,16H2,3H3",C14H19N2O2F,266,1.27,4.43,2.33,3.58,-40,3.546773203879548,1
N(C[C@H](NN)N)CCCOc1ccc(cc1)N(=O)=O,29/000000006,"InChI=1S/C11H19N5O3/c12-11(15-13)8-14-6-1-7-19-10-4-2-9(3-5-10)16(17)18/h2-5,11,14-15H,1,6-8,12-13H2/t11-/m0/s1",C11H19N5O3,269,0.2,4.43,4.79,2.22,-150,2.9179584005106403,1
NOc1c(F)cc(cc1c1nc([nH]c1)CC)C=S,27/000000425,"InChI=1S/C12H12FN3OS/c1-2-11-15-5-10(16-11)8-3-7(6-18)4-9(13)12(8)17-14/h3-6H,2,14H2,1H3,(H,15,16)",C12H12N3OSF,265,1.36,4.43,1.84,19.9,-140,3.749619733684222,1
OC(=O)/C=C\c1ccc2c(c1CCC)N[C@H](N2)NCCO,5/000000002,"InChI=1S/C15H21N3O3/c1-2-3-11-10(5-7-13(20)21)4-6-12-14(11)18-15(17-12)16-8-9-19/h4-7,15-19H,2-3,8-9H2,1H3,(H,20,21)/b7-5-",C15H19N3O3,289,1.65,4.43,5.02,18.7,-60,3.61535034193823,1
OCc1cc(F)c(c(c1)c1nc([nH]c1)CC(=O)OC)ON,27/000000326,"InChI=1S/C13H14FN3O4/c1-20-12(19)4-11-16-5-10(17-11)8-2-7(6-18)3-9(14)13(8)21-15/h2-3,5,18H,4,6,15H2,1H3,(H,16,17)",C13H14N3O4F,295,-0.13,4.42,1.97,21.4,-140,3.2474759811748752,1
OC(=O)c1sccc1CC/C=C/c1conc1C(=O)[C@@H](CO)S,17/000000001,"InChI=1S/C15H15NO5S2/c17-7-11(22)13(18)12-10(8-21-16-12)4-2-1-3-9-5-6-23-14(9)15(19)20/h2,4-6,8,11,17,22H,1,3,7H2,(H,19,20)/b4-2+/t11-/m1/s1",C15H15NO5S2,353,0.81,4.42,5.36,4.94,-150,3.969256305431654,1
OC(=O)[C@H](c1ccc(c(c1)Cl)CCCCO)C=C,27/000000564,"InChI=1S/C14H17ClO3/c1-2-12(14(17)18)11-7-6-10(13(15)9-11)5-3-4-8-16/h2,6-7,9,12,16H,1,3-5,8H2,(H,17,18)/t12-/m0/s1",C14H17O3Cl,268,2.71,4.4,5.59,3.58,-150,3.006492751228385,1
ON[C@@H](CCO)/C=C/c1cc(F)cc(c1O)F,1/000000139,"InChI=1S/C11H13F2NO3/c12-8-5-7(11(16)10(13)6-8)1-2-9(14-17)3-4-15/h1-2,5-6,9,14-17H,3-4H2/b2-1+/t9-/m1/s1",C11H13NO3F2,245,1.75,4.4,4.69,2.22,-150,3.6389806895492125,1
Sc1c(ONC(=O)CC2CCCC2)c(I)ncc1O,30/000000034,"InChI=1S/C12H15IN2O3S/c13-12-10(11(19)8(16)6-14-12)18-15-9(17)5-7-3-1-2-4-7/h6-7,16H,1-5H2,(H,14,19)(H,15,17)",C12H15N2O3SI,394,2.59,4.39,7.62,17.8,-150,3.425216432639176,1
Oc1ccc(c(c1c1n[nH]c(=S)[nH]1)Br)NC(=O)N,12/000000010,"InChI=1S/C9H8BrN5O2S/c10-6-3(12-8(11)17)1-2-4(16)5(6)7-13-9(18)15-14-7/h1-2,16H,(H3,11,12,17)(H2,13,14,15,18)",C9H8N5O2SBr,330,1.64,4.39,0.21,21.1,-140,3.2517231182996076,1
SS[C@H](CO)/C=C/c1cc(F)cc(c1O)F,1/000000026,"InChI=1S/C10H10F2O2S2/c11-7-3-6(10(14)9(12)4-7)1-2-8(5-13)16-15/h1-4,8,13-15H,5H2/b2-1+/t8-/m0/s1",C10H10O2S2F2,264,2.33,4.38,4.73,2.22,-150,3.939186429988622,1
NOc1c(cc(cc1F)C=S)c1nc([nH]c1)CC(=C)C,27/000000403,"InChI=1S/C14H14FN3OS/c1-8(2)3-13-17-6-12(18-13)10-4-9(7-20)5-11(15)14(10)19-16/h4-7H,1,3,16H2,2H3,(H,17,18)",C14H14N3OSF,291,1.39,4.38,1.43,22.1,-160,3.8911818093774517,1
NOc1c(cccc1F)c1nc([nH]c1)C(=S)CC,27/000000311,"InChI=1S/C12H12FN3OS/c1-2-10(18)12-15-6-9(16-12)7-4-3-5-8(13)11(7)17-14/h3-6H,2,14H2,1H3,(H,15,16)",C12H12N3OSF,265,1.28,4.38,1.93,2.22,-180,3.451320964453453,1
Oc1ccc(c(c1N1C=NOC1)Br)NC(=O)N,12/000000007,"InChI=1S/C9H9BrN4O3/c10-7-5(13-9(11)16)1-2-6(15)8(7)14-3-12-17-4-14/h1-3,15H,4H2,(H3,11,13,16)",C9H9N4O3Br,301,1.52,4.38,0.7,17.2,-140,3.587945796243175,1
OC(=O)CCC[C@H](CO)/C=C/c1cc(F)cc(c1O)F,1/000000042,"InChI=1S/C14H16F2O4/c15-11-6-10(14(20)12(16)7-11)5-4-9(8-17)2-1-3-13(18)19/h4-7,9,17,20H,1-3,8H2,(H,18,19)/b5-4+/t9-/m0/s1",C14H16O4F2,286,2.01,4.38,2.83,3.58,-150,3.2784470714390013,1
Oc1cnc(c(c1CS)c1ccn(c1)C/C=C/C)I,30/000000053,"InChI=1S/C14H15IN2OS/c1-2-3-5-17-6-4-10(8-17)13-11(9-19)12(18)7-16-14(13)15/h2-4,6-8,18-19H,5,9H2,1H3/b3-2+",C14H15N2OSI,386,3.78,4.37,10.13,18.6,-140,3.7685017737131963,1
NOc1c(F)cc(cc1C=C)C/C=C\c1n[nH]nc1,27/000000237,"InChI=1S/C13H13FN4O/c1-2-10-6-9(7-12(14)13(10)19-15)4-3-5-11-8-16-18-17-11/h2-3,5-8H,1,4,15H2,(H,16,17,18)/b5-3-",C13H13N4OF,260,2.64,4.37,6.32,3.58,0,3.5461925332681066,1
NOc1c(cc(cc1F)NC=S)c1nc[nH]c1,27/000000102,"InChI=1S/C10H9FN4OS/c11-8-2-6(15-5-17)1-7(10(8)16-12)9-3-13-4-14-9/h1-5H,12H2,(H,13,14)(H,15,17)",C10H9N4OSF,252,0.45,4.37,1.66,20.1,-120,3.7027444664559415,1
NOc1c(F)cc(cc1c1nc([nH]c1)CC=C)C=S,27/000000512,"InChI=1S/C13H12FN3OS/c1-2-3-12-16-6-11(17-12)9-4-8(7-19)5-10(14)13(9)18-15/h2,4-7H,1,3,15H2,(H,16,17)",C13H12N3OSF,277,1.54,4.37,2.57,21.5,-120,3.880300322334387,1
Oc1ccc(c(c1c1nc(sc1)N)Br)NC(=O)N,12/000000002,"InChI=1S/C10H9BrN4O2S/c11-8-4(14-9(12)17)1-2-6(16)7(8)5-3-18-10(13)15-5/h1-3,16H,(H2,13,15)(H3,12,14,17)",C10H9N4O2SBr,329,0.81,4.36,1.62,3.58,-160,2.7350242172007064,1
Sc1cc(c2nc[nH]c2)c(c(c1)F)ON,27/000000532,"InChI=1S/C9H8FN3OS/c10-7-2-5(15)1-6(9(7)14-11)8-3-12-4-13-8/h1-4,15H,11H2,(H,12,13)",C9H8N3OSF,225,1.3,4.36,2.28,16.9,-120,3.7355485034193014,1
Oc1ccc(c(c1c1nc(sc1CF)N)Br)NC(=O)N,12/000000029,"InChI=1S/C11H10BrFN4O2S/c12-8-4(16-10(14)19)1-2-5(18)7(8)9-6(3-13)20-11(15)17-9/h1-2,18H,3H2,(H2,15,17)(H3,14,16,19)",C11H10N4O2SFBr,361,0.76,4.36,2.84,3.58,-160,3.1642670774427204,1
Oc1cnc(c(c1CCl)C#CC(=O)OCc1[nH]ccc1)I,30/000000078,"InChI=1S/C14H10ClIN2O3/c15-6-11-10(14(16)18-7-12(11)19)3-4-13(20)21-8-9-2-1-5-17-9/h1-2,5,7,17,19H,6,8H2",C14H10N2O3ClI,416,3.1,4.36,7.0,23.0,0,3.679517414434777,1
OC(=O)CS(=O)(=O)CCc1cc(F)c(c(c1)c1nc[nH]c1)ON,27/000000162,"InChI=1S/C13H14FN3O5S/c14-10-4-8(1-2-23(20,21)6-12(18)19)3-9(13(10)22-15)11-5-16-7-17-11/h3-5,7H,1-2,6,15H2,(H,16,17)(H,18,19)",C13H14N3O5SF,343,-0.09,4.35,5.82,3.7,-120,3.331559553193614,1
NOc1c(cccc1F)c1nc([nH]c1)C(=S)C=S,27/000000372,"InChI=1S/C11H8FN3OS2/c12-7-3-1-2-6(10(7)16-13)8-4-14-11(15-8)9(18)5-17/h1-5H,13H2,(H,14,15)",C11H8N3OS2F,281,0.75,4.34,3.65,2.22,-140,3.740420349068838,1
Oc1ccccc1NCc1nc(S)[nH]c(=O)c1C(=O)O,20/000000002,"InChI=1S/C12H11N3O4S/c16-8-4-2-1-3-6(8)13-5-7-9(11(18)19)10(17)15-12(20)14-7/h1-4,13,16H,5H2,(H,18,19)(H2,14,15,17,20)",C12H11N3O4S,293,0.23,4.33,4.88,21.6,0,2.8078436275592704,1
